"序号","题目","选项1","选项2","选项3","选项4","正确答案","正确奖励id","错误奖励id","精灵id"
"243","“烽火连三月，家书抵万金”古代书信通过邮驿传递，唐代管理这类工作的中央管理机构是?","尚书省","吏部","中书省","礼部","1","5870","5880",""
"244","下列哪位政治家曾被称为“中国十一世纪的改革家”?","王安石","苏轼","欧阳修","司马光","1","5870","5880",""
"245","四大发明中，从起源到完成，经历时间最长的一项是?","指南针","造纸","火药","印刷术","1","5870","5880",""
"246","韩非子的法治思想主要强调什么相结合?","法，术，势","思想","勤更","开垦","1","5870","5880",""
"247","“立五经博士”是哪一位统治者的决策?","汉武帝","汉文帝","汉昭帝","汉宣帝","1","5870","5880",""
"248","“人面鱼纹彩陶盆”属于我国新石器时代的哪个时期?","仰韶文化","半坡文化","河姆渡文化","龙山文化","1","5870","5880",""
"249","茶正式作为普及民间的大众饮品是在哪个朝代?","唐朝","明朝","汉朝","元朝","1","5870","5880",""
"250","将《孟子》由子部入经部的人物是谁?","朱熹","陆九渊","王阳明","张载","1","5870","5880",""
"251","诸子百家中被称为“显学”的是?","儒家和墨家","杂家合农家","道家和发家","兵家和医家","1","5870","5880",""
"252","地雷最早出现在哪个朝代?","明朝","清朝","唐朝","汉朝","1","5870","5880",""
"253","唐代着作《五经正义》出自?","孔颖达","戴叔伦","马戴","杜牧","1","5870","5880",""
"254","秦汉时期，人们说的“关中”现在指我国哪一带?","函谷关以西","南接秦岭","东临绝涧","北塞黄河","1","5870","5880",""
"255","“建安”是我国哪个帝王的年号?","汉献帝","汉章帝","汉景帝","汉昭帝","1","5870","5880",""
"256","《清明上河图》属于什么类型的画作?","风俗画","山水画","历史故事画","人物画","1","5870","5880",""
"257","在中国古代，住在“东宫”的人是什么身份?","太子","妃子","皇子","皇孙","1","5870","5880",""
"258","以下哪一本书不列名“二十四史”中?","《春秋》","《左传》","《吕氏春秋》","《战国策》","1","5870","5880",""
"259","“项庄舞剑，意在沛公”这个成语出自?","《史记》","《战国》","《春秋》","《西汉》","1","5870","5880",""
"260","科举生源中，由中央，地方官学经过规定的学业考试合格，选送到尚书省应试，称为?","生徒","门下","艺徒","生员","1","5870","5880",""
"261","成语“请君入瓮”中，请的是谁?","周兴","马文渊","张衡","李仲","1","5870","5880",""
"262","河姆渡遗址位于?","长江流域","黄河","松花江","黑龙江","1","5870","5880",""
"263","中国历史上被誉为“药圣”的是?","孙思邈","扁鹊","邳彤","华陀","1","5870","5880",""
"264","中国海军诞生基地在?","江苏泰州","山东青岛","福建厦门","海南海口","1","5870","5880",""
"265","被尊为中华民族的人文初祖是谁?","黄帝","尧帝","帝喾","舜帝","1","5870","5880",""
"266","中国种植葡萄始于?","西汉","新朝","秦朝","东汉","1","5870","5880",""
"267","最早采用人工唿吸方法救人的医学家是?","张仲景","董奉","华佗","皇甫谧","1","5870","5880",""
"268","《齐民要术》是关于什么的着作?","农业生产和农事","医学的著作","建筑学的著作","君主如何统治国家的著作","1","5870","5880",""
"269","“东床坦腹”是南北朝的哪个人物的典故?","王义之","顾恺之","陶潜","戴逵","1","5870","5880",""
"270","在诸子百家中，《吕氏春秋 》属于那一派的学术着述?","杂家","儒家","道家","道家","1","5870","5880",""
"271","我国最早建立县制是在?","战国","春秋","秦","东周","1","5870","5880",""
"272","中国历史上被誉为“药王”的是?","孙思邈","扁鹊","邳彤","华陀","1","5870","5880",""
"273","相传我国古代能作“掌上舞”的人是?","赵飞燕","张乔","苏小小","陈圆圆","1","5870","5880",""
"274","“颠张醉素”以草书闻名，以下哪个作品属于“颠张”?","《中秋帖》","《伯远帖》","《十七帖》","《笔阵图》","1","5870","5880",""
"275","“二十四桥明月夜，玉人何处教吹箫”中的“二十四桥”现在位于我国的哪个地区?","扬州","苏州","徐州","通州","1","5870","5880",""
"276","张衡发明的地动仪上有几条龙?","八条","十二条","九条","十条","1","5870","5880",""
"277","小红口袋里原有10个铜钱，但它们都掉了，请问小红口袋里还剩下什么?","一个洞","棒棒糖","玩具","小贴纸","1","5870","5880",""
"278","古代文学四大名著之一是哪一部?","红楼梦","水浒传","三国演义","西游记","1","5870","5880",""
"279","中国古代四大发明中，最早发明的是哪一项?","指南针","火药","造纸术","印刷术","1","5870","5880",""
"280","三国杀是什么类型的游戏？","卡牌游戏","猜拳游戏","成人游戏","养成游戏","1","5870","5880",""
"281","《水浒传》中，武松的嫂子、武大郎的妻子是哪位女子？","潘金莲","西门庆","扈三娘","李师师","1","5870","5880",""
"282","水浒一百单八将中有几位女性？","3位","8位","13位","1位","1","5870","5880",""
"283","三十六计中第三十六计为？","走为上计","空城计","离间计","苦肉计","1","5870","5880",""
"284","《西游记》中孙悟空一个跟头可以飞出多少里？","十万八千里","一万八千里","一千八百里","一百八十里","1","5870","5880",""
"285","《西游记》中猪八戒原是天蓬元帅,因调戏谁被贬下界？","嫦娥","织女","玉兔精","七仙女","1","5870","5880",""
"286","《西游记》中的火焰山是今天的？","吐鲁番盆地","塔里木盆地","四川盆地","准噶尔盆地","1","5870","5880",""
"287","《西游记》中孙悟空在天宫除了管理过御马监还管理过什么？","蟠桃园","花果山","火焰山","炼丹炉","1","5870","5880",""
"288","《西游记》中唐僧在流沙河收了第三个徒弟,赐号什么？","沙悟净","猪八戒","沙师弟","悟空","1","5870","5880",""
"289","《西游记》“唐三藏”真名叫什么？","玄奘","玄慈","玄明","唐僧","1","5870","5880",""
"290","《西游记》中紧箍咒是谁送给唐僧用来钳束悟空的？","观世音","太上老君","王母娘娘","如来佛祖","1","5870","5880",""
"291","《西游记》中，孙悟空用芭蕉扇熄灭了那座山的烈火？","火焰山","茅山","崂山","昆仑山","1","5870","5880",""
"292","《西游记》中孙悟空被谁压在五行山下？","如来佛祖","观音菩萨","二郎真君","哪吒","1","5870","5880",""
"293","《西游记》中孙悟空会的变身法术是多少变？","72","24","36","48","1","5870","5880",""
"294","“三昧真火”是《西游记》中哪个儿童角色的法术？","红孩儿","孙悟空","铁扇公主","葫芦娃","1","5870","5880",""
"295","《西游记》中唐僧因为孙悟空做了什么而将其逐走？","三打白骨精","大闹黑风洞","偷食人参果","大闹五庄观","1","5870","5880",""
"296","《西游记》中第一个与唐僧同行去西天取经的是谁？","孙悟空","白龙马","沙和尚","猪八戒","1","5870","5880",""
"297","《西游记》中孙悟空大闹天宫后回花果山自称？","齐天大圣","美猴王","孙悟空","石猴","1","5870","5880",""
"298","《西游记》中孙悟空偷食人参果并推倒仙树,后请谁救活仙树？","观世音","文殊菩萨","黎山老母","太上老君","1","5870","5880",""
"299","《西游记》中牛魔王的儿子是谁？","红孩儿","清风童子","明月童子","哪吒","1","5870","5880",""
"300","《西游记》孙悟空跟谁结拜过？","牛魔王","红孩儿","太上老君","土地公","1","5870","5880",""
"301","《西游记》猪八戒成佛之后的封号是什么？","净坛使者","清坛使者","明坛使者","化坛使者","1","5870","5880",""
"302","《西游记》中孙悟空被如来佛祖压在哪里？","五行山","花果山","五台山","无影洞","1","5870","5880",""
"303","《西游记》中唐僧最常说的一句话是什么？","阿弥陀佛","施主有礼了","为师的错怪你了","悟空，休得胡来","1","5870","5880",""
"304","在商场中，满100元直减15元，相当于打了几折？","85折","9折","1折","5折","1","5870","5880",""
"305","歇后语“竹篮打水”的下半句是什么？","一场空","两场空","三场空","五场空","1","5870","5880",""
"306","一棵白菜没有叶打一人物名？","刘邦","张衡","陈胜","孔明","1","5870","5880",""
"307","猪从猪圈里跑出来怎么办，说一明星名？","李克勤","韩红","刘德华","张杰","1","5870","5880",""
"308","被窝里着火说一人物名？","李然","马文强","李德","牛群","1","5870","5880",""
"309","宝玉求婚打一人物名？","林肯","王安石","李四光","达尔文","1","5870","5880",""
"310","保护幼苗打一人物名？","卫青","霍去病","李白","康熙","1","5870","5880",""
"311","身体好才能工作好打一人物名？","康有为","梁启超","谭嗣同","李鸿章","1","5870","5880",""
"312","医生提笔（答一数学名词）？","开方","立方","正切","分式","1","5870","5880",""
"313","（神题）什么样的河，人们永远也渡不过去？","银河","黄河","心河","玩具河","1","5870","5880",""
"314","“886”在网络中表示？","拜拜咯","真幸福","你妹","回家了","1","5870","5880",""
"315","（流行语）不要迷恋哥，哥只是个什么？","传说","有钱人","帅哥","大葱","1","5870","5880",""
"316","十三点？ 猜一字","汁","样","仕","汉","1","5870","5880",""
"317","壮士被犬欺？(打一字)","状","上","士","去","1","5870","5880",""
"318","一只狗四个口？猜一个字","器","狗","哭","晶","1","5870","5880",""
"319","汉字“廿”是表示数字几？","二十","十","十二","二","1","5870","5880",""
"320","甲骨文是属于哪一类文字？","象形文字","表意文字","表音文字","音频文字","1","5870","5880",""
"321","长安一片月（打一字）？","胀","肚","玥","跀","1","5870","5880",""
"322","三面墙一面空小孩子在当中？","匹","匝","匡","区","1","5870","5880",""
"323","看着像牛却是马？","午","牛","驴","猪","1","5870","5880",""
"324","汉字中只有一笔的字有几个？","3","2","1","4","1","5870","5880",""
"325","千里归人空白头？猜一个字","香","禾","千","人","1","5870","5880",""
"326","千里走单骑？猜一个字","奇","千","走","人","1","5870","5880",""
"327","横竖一定吃大亏？ 猜一个字","垮","亏","王","去","1","5870","5880",""
"328","孩子走散马上找到？猜一字","骇","码","骁","子","1","5870","5880",""
"329","第二次进村？猜一字","树","林","森","头","1","5870","5880",""
"330","一口吃掉牛尾巴？猜一个字","告","口","妞","好","1","5870","5880",""
"331","交上去？ 猜一字","父","校","立","人","1","5870","5880",""
"332","“美”字最初的含义是？","戴着头饰站立的人","羊大即为美","土地里生长的花朵","远方茂盛的森林","1","5870","5880",""
"333","以下哪个字不含“黑色”的意思？","苍","皂","青","玄","1","5870","5880",""
"334","一字四十八个头，内中有水不外流？","井","四","十","开","1","5870","5880",""
"335","一只小鸟得第一？(打一字)","鸭","鸡","甲","上","1","5870","5880",""
"336","水上三人叠罗汉？(打一字)","泰","水","淼","泳","1","5870","5880",""
"337","一人口对口？(打一字)","侣","吕","人","去","1","5870","5880",""
"338","表里如一？打一字","回","国","吕","田","1","5870","5880",""
"339","江边停着一只鸟？（打一字）","鸿","鸟","海","河","1","5870","5880",""
"340","田边有两棵树？ （打一字）","棵","颗","课","树","1","5870","5880",""
"341","晚去一天？打一字","免","兔","日","百","1","5870","5880",""
"342","在风里飞的票？ （打一字）","飘","漂","嫖","彯","1","5870","5880",""
"343","山上有一兵，断了两条腿？（打一字）","岳","越","山","扇","1","5870","5880",""
"344","人在云上飘？（打一字）","会","好","运","芸","1","5870","5880",""
"345","心永远停在正中央？（打一字）","忠","种","钟","从","1","5870","5880",""
"346","一人立于草下？（打一字）","莅","位","喂","围","1","5870","5880",""
"347","一天又一天？（打一字）","昌","日","唱","娼","1","5870","5880",""
"348","每日一小曲？（打一字）","曹","月","日","阳","1","5870","5880",""
"349","一个人搬两个土？ 打一字","佳","吐","徒","荼","1","5870","5880",""
"350","圣旨？（打一字）","玲","王","尊","上","1","5870","5880",""
"351","走是错的？打一字","赵","琪","错","起","1","5870","5880",""
"352","雷公长劈却无雨？（打一字）","田","雨","下","干","1","5870","5880",""
"353","保卫国土？（打一字）","堡","煲","爆","宝","1","5870","5880",""
"354","开口就错？(打一字)","冈","刚","岗","纲","1","5870","5880",""
"355","日落西山？ 打一字","晒","洒","西","屈","1","5870","5880",""
"356","屋前一人？（打一字）","偓","屋","唔","瑚","1","5870","5880",""
"357","佳人离去，倚木忧伤？(打一字)","桂","佳","硅","徒","1","5870","5880",""
"358","战略武器？(打一字)","占","戈","士","兵","1","5870","5880",""
"359","弯腰？(打一字)","躬","完","玩","弓","1","5870","5880",""
"360","走在刀口上？（打一字）","迢","送","走","浩","1","5870","5880",""
"361","王者之见？（打一字）","现","见","王","屈","1","5870","5880",""
"362","是谁无言正垂泪？(打一字)","淮","难","堆","请","1","5870","5880",""
"363","留下后患？(打一字)","思","念","是","完","1","5870","5880",""
"364","新亲迁走？(打一字)","斤","近","欣","亲","1","5870","5880",""
"365","河边相会？(打一字)","湘","想","新","香","1","5870","5880",""
"366","在商场中，满100元直减15元，相当于打了几折？","85折","9折","1折","5折","1","5870","5880",""
"367","歇后语：寡妇上坟，打一成语是？","哭天抹泪","欢天喜地","笑容满面","笑容可掬","1","5870","5880",""
"368","菜无心必死，下一句是？","人无心必亡","不为一人亡","忤逆生灾","必有后患","1","5870","5880",""
"369","俗语道：怪人休怪老，下一句是？","劝人休劝恼","一窍不通","不是心上人","纸上谈兵","1","5870","5880",""
"370","俗语道：圆木平不稳，下一句是？","方木头不滚","遇弱不欺","人不学不知理","急时有人帮","1","5870","5880",""
"371","俗语道：亲不过父母，下一句是？","近不过夫妻","下有苏杭","贪污揩油起","言善不难行善难","1","5870","5880",""
"372","歇后语：青蛙钻蛇洞，下一句是？","自寻死路","乱点鸳鸯","自食其力","一吹就散","1","5870","5880",""
"373","听君一席话，下一句是？","胜读十年书","万物皆可抛","爱情价更高","难于上青天","1","5870","5880",""
"374","俗语道：创业百年，下一句是？","败家一天","拔刀相助","鸟不离群","鸟兽尽散","1","5870","5880",""
"375","俗话说“日防夜防，什么贼难防”？","家贼","乌贼","毛贼","孙贼","1","5870","5880",""
"376","俗语“耗子”指的是哪种动物？","老鼠","蚝牛","狼","刨子","1","5870","5880",""
"377","俗话说“万事俱备”下一句是什么？","只欠东风","只欠北风","只吹南风","西风快来","1","5870","5880",""
"378","农谚“鱼靠水活”下一句是？","苗靠粪长","好麦不见叶","一百零五到清明","田里好来勿得知","1","5870","5880",""
"379","俗语道：大王好见，下一句是？","小鬼难当","翠光浮动万山秋","就怕干活爱偷懒","水滴石穿","1","5870","5880",""
"380","俗语道：开头饭好吃，下一句是？","开头话难说","有理不在会说","总有一朝晴","宁贫不堕志","1","5870","5880",""
"381","歇后语“泥菩萨过河”的下一句是？","自身难保","脏了一身","飞来横祸","满口皆非","1","5870","5880",""
"382","俗语道：有则改之，下一句是？","无则加勉","十日不读腹中空","独木不成林","忤逆生灾","1","5870","5880",""
"383","邻居失火，下一句是？","不救自危","总有一朝晴","立刻就行","有理不在会说","1","5870","5880",""
"384","俗语道：佛是金装，下一句是？","人是衣装","大祸临头","看不上眼","丝绸衣裳","1","5870","5880",""
"385","俗语道：兵怂怂一个，下一句是？","将怂怂一窝","走路莫走忙","人无一世穷","当面一套","1","5870","5880",""
"386","歇后语：端午节划龙舟，打一成语是？","载歌载舞","张冠李戴","妄自菲薄","臭名远扬","1","5870","5880",""
"387","俗语道：百尺竿头，下一句是？","更进一步","夜长梦多","学坏三天","宁贫不堕志","1","5870","5880",""
"388","歇后语：大白天打劫，打一成语是？","明目张胆","张冠李戴","苍天有眼","未雨绸缪","1","5870","5880",""
"389","俗语“吃人家的嘴软”下一句是？","拿人家的手短","刀子嘴豆腐心","没安好心","心慈口善","1","5870","5880",""
"390","俗语道：不怕山高路远，下一句是？","就怕途中偷懒","猴子称大王","水涨船高","两人说话见高低","1","5870","5880",""
"391","一年之计在于春，下一句是？","一天之计在于晨","蛟龙生焉","一天之计在于午","一天之计在于吃","1","5870","5880",""
"392","俗语道：擒龙要下海，下一句是？","打虎要上山","岁久情愈真","不救自危","总有一朝晴","1","5870","5880",""
"393","“饭后百步走”的下一句是什么？","活到九十九","打死不回头","有益身心健康","再喝两碗酒","1","5870","5880",""
"394","黄鼠狼给鸡拜年的下一句是什么？","没安好心","没长良心","没好报","心存感激","1","5870","5880",""
"395","农谚“粪草粪草”下一句是？","庄稼之宝","不如良种合算","再过三年挑不了","处暑下雨万物丢","1","5870","5880",""
"396","俗语道：国乱思良相，下一句是？","家贫思贤妻","好事不成","漂浮不定","苍天有眼","1","5870","5880",""
"397","俗话说：“人不为己”的下一句是？","天诛地灭","天造地设","天地英雄","天地迎春","1","5870","5880",""
"398","十五个吊桶打水的下一句是什么？","七上八下","竹篮打水","锅满","吃力不讨好","1","5870","5880",""
"399","比上不足，下一句是？","比下有余","畏首畏尾","头重脚轻","举足轻重","1","5870","5880",""
"400","歇后语“老虎屁股”的下一句是什么？","摸不得","很大","踹不得","很凶猛","1","5870","5880",""
"401","我们常说“人在江湖”的后半句是什么？","身不由己","迟早是要还的","谁能不挨刀","早晚得玩完","1","5870","5880",""
"402","俗语道：棒头出孝子，下一句是？","娇惯养逆儿","无鱼水不深","大材小用","望尘莫及","1","5870","5880",""
"403","我们常说“刀子嘴什么心”？","豆腐心","秤砣心","铁了心","棉花","1","5870","5880",""
"404","歇后语“山中无老虎”的下一句是？","猴子称大王","安心吃喝睡","我从此山过","武松已打死","1","5870","5880",""
"405","俗话说“什么兆丰年”？","瑞雪","暴雨","狂风","霜冻","1","5870","5880",""
"406","农谚“庄稼一枝花”下一句是？","全靠肥当家","好儿要好娘","三年不选种","再过三年挑不了","1","5870","5880",""
"407","歇后语“虎落平阳”的后半句是什么？","被犬欺","被狗咬","被猫抓","被驴踢","1","5870","5880",""
"408","歇后语：“刘备借荆州”的下一句是什么？","有借无还","好借好还","再借不难","定还","1","5870","5880",""
"409","歇后语“秀才遇到兵”的下一句是什么？","有理说不清","有口难辨","口是心非","只能用嘴喷","1","5870","5880",""
"410","歇后语“司马昭之心”的下一句是？","路人皆知","难以揣测","人心不古","蛇蝎心肠","1","5870","5880",""
"411","“内练一口气，外练一口屁”请问以上俗语后半句原句应该是？","外练筋骨皮","内练八口气","外练硬气功","内练一肚子气","1","5870","5880",""
"412","“水至清则无鱼，人至贱则无敌！”此句后半句原句应该是？","人至察则无徒","人不死则得吃","人贱无敌","人至钱则得花","1","5870","5880",""
"413","狗咬吕洞宾，下一句？","不识好人心","愿者上钩","不识好歹","狗眼看人低","1","5870","5880",""
"414","俗语“话不投机”下一句是？","半句多","一句多","不要多说","马上走人","1","5870","5880",""
"415","俗语“嫁出去的女儿”的下一句是什么？","泼出去的水","无法回头","覆水难收","幸福每一天","1","5870","5880",""
"416","俗语说“留得青山在”的下一句是什么？","不怕没柴烧","报仇指日可待","十年后还是好汉","只怕被柴烧","1","5870","5880",""
"417","俗话说“撑死胆大的”的下一句是什么？","饿死胆小的","撑死胆更大的","饿死鬼投胎","害怕胆小的","1","5870","5880",""
"418","俗话说“躲得过初一”的下一句是什么？","躲不过十五","躲不了初二","就能躲得过十五","就万事大吉","1","5870","5880",""
"419","俗话说，“救人一命”的下一句？","胜造七级浮屠","胜造十九级浮屠","不下十八层地狱","好人有好报","1","5870","5880",""
"420","俗话说“看事容易”的下一句是？","做事难","唱歌难","看错事更容易","拍戏累","1","5870","5880",""
