"序号","题目","选项1","选项2","选项3","选项4","正确答案","正确奖励id","错误奖励id","精灵id"
"496","深陷禁药丑闻的环法赛七冠王是？","阿姆斯特朗","乌尔里希","安杜兰","舒马赫","1","5870","5880",""
"497","斯诺克台球中一共有多少颗红球？","15颗","9颗","12颗","18颗","1","5870","5880",""
"498","标准的高尔夫球场有多少个球洞？","18个","12个","16个","14个","1","5870","5880",""
"499","冰球运动起源于哪个北美洲国家？","加拿大","冰岛","芬兰","瑞士","1","5870","5880",""
"500","下面哪种比赛项目没有世界记录？","马拉松","射击","跳高","游泳","1","5870","5880",""
"501","奥运会排球比赛中一方上场人数为？","6","5","7","8","1","5870","5880",""
"502","世界上最高水平的男子健美比赛是？","奥林匹克先生比赛","米其林先生比赛","高富帅健美比赛","白富美健美比赛","1","5870","5880",""
"503","竞走时脚着地的方法是什么先着地？","脚跟","脚尖","脚掌","脚掌外侧","1","5870","5880",""
"504","网球中的“S”球指的是怎样的球？","发球制胜的球","“S”型的球","落网的球","出界球","1","5870","5880",""
"505","仰卧起坐主要锻炼什么部位的肌肉？","腹部","臀部","背部","肩部","1","5870","5880",""
"506","长期跟踪报道刘翔的央视女记者是？","冬日娜","春妮","梁毅苗","韩乔生","1","5870","5880",""
"507","斯诺克中，每颗红球代表的分值是？","1分","2分","7分","10分","1","5870","5880",""
"508","2008年奥运火炬的名字叫什么？","祥云","花纹","花色","浮云","1","5870","5880",""
"509","在足球中会以什么方式选择开球权？","掷硬币","抽签","指定","扔球","1","5870","5880",""
"510","正式棒球比赛的场地是什么形状的？","扇形","矩形","方形","三角形","1","5870","5880",""
"511","长跑运动会后，身体一般生理变化为？","心跳加快呼吸加深","心态平稳","脉搏细弱","肌肉松弛","1","5870","5880",""
"512","中国有史以来的第一个“棋圣”是谁？","聂卫平","聂荣","李昌镐","曹熏铉","1","5870","5880",""
"513","下列不在“铁人三项”比赛项目之列的是？","骑马","公路自行车","天然水域游泳","公路长跑","1","5870","5880",""
"514","4*100接力跑，第一棒采用什么起跑？","蹲踞式","半蹲式","站立式","行进式","1","5870","5880",""
"515","有“舒米”称号的著名德国F1赛车手是？","舒马赫","舒克","舒伯特","舒淇","1","5870","5880",""
"516","哪种舞蹈被称为“跳跃和旋转的艺术”？","芭蕾","霹雳舞","现代舞","迪斯科","1","5870","5880",""
"517","被称为“冰上伉俪”的著名花滑组合是？","申雪/赵宏博","林丹/谢杏芳","王/周洋","李妮娜/韩晓鹏","1","5870","5880",""
"518","田径赛中的接力赛是由什么演变而来的？","搬运木头","砍伐树木","挖土豆","扔飞碟","1","5870","5880",""
"519","人体任何运动都是通过什么组织完成的？","肌肉","骨骼","关节","神经","1","5870","5880",""
"520","北京奥运会中国一共获得了多少块金牌？","51块","68块","49块","108块","1","5870","5880",""
"521","保龄球比赛中在球道终端放置几个瓶子？","10","9","7","3","1","5870","5880",""
"522","网球运动中最古老和最具声望的赛事是？","温网公开赛","澳网公开赛","美网公开赛","中网公开赛","1","5870","5880",""
"523","目前世界上最大的体育场是在哪个国家？","巴西","美国","英国","中国","1","5870","5880",""
"524","举重运动员在比赛前多长时间开始称重？","2小时","1小时","10分钟","半小时","1","5870","5880",""
"525","蹲踞式起跑时，眼睛最好注视哪个位置？","起跑线前一米处","终点线","双脚后方","发令员","1","5870","5880",""
"526","排球比赛中单打每局比赛先得几分获胜？","25分","21分","11分","15分","1","5870","5880",""
"527","男子羽毛球单打每局比赛先得几分获胜？","21分","11分","25分","15分","1","5870","5880",""
"528","2012年郎平带领的是哪支女排队伍？","广东","天津","上海","八一","1","5870","5880",""
"529","“探头”“一传”“短平快”等术语是哪项体育运动的常用语？","排球","足球","篮球","橄榄球","1","5870","5880",""
"530","竞走中，受几次警告即被取消比赛资格？","3","5","6","1","1","5870","5880",""
"531","2004年9月，F1开始使用中国哪个城市的国际赛车场作为比赛赛道？","上海","珠海","漠河","喀什","1","5870","5880",""
"532","网球比赛中，运动员每一分有几次发球机会？","2","3","4","1","1","5870","5880",""
"533","2004年雅典奥运会中国女排获得冠军的决赛对手是？","俄罗斯","白俄罗斯","日本","韩国","1","5870","5880",""
"534","下列运动员中，谁是体操运动员？","刘璇","郭晶晶","李娜","姚明","1","5870","5880",""
"535","一张台球桌上有几个球袋？","6","4","8","10","1","5870","5880",""
"536","田径运动中唯一的集体项目是哪项？","接力赛","拔河","体操","花样游泳","1","5870","5880",""
"537","著名羽毛球运动员林丹的爱人也是一名羽毛球运动员，是？","谢杏芳","郭晶晶","赵芸蕾","伏明霞","1","5870","5880",""
"538","2014年全球比赛奖金最高的女性运动员是谁？","小威廉姆斯","李娜","张怡宁","伏明霞","1","5870","5880",""
"539","郎平是什么项目的运动员？","排球","足球","篮球","羽毛球","1","5870","5880",""
"540","被英国媒体称为“东方之星”的中国男子台球运动员是？","丁俊晖","刘国梁","孔令辉","王皓","1","5870","5880",""
"541","“这一刻他不是一个人在战斗！”出自于谁的激情解说？","黄健翔","宋世雄","韩乔生","段暄","1","5870","5880",""
"542","“收官之战”一词，其中“收官”二字最初是什么的术语？","围棋","书法","绘画","音律","1","5870","5880",""
"543","与林丹交手30次，近年来击败林丹最多的羽毛球运动员是？","李宗伟","陶菲克","马琳","刘国梁","1","5870","5880",""
"544","刘翔是110米跨栏的名将，请问男子110米栏有几个栏？","10个","9个","11个","12个","1","5870","5880",""
"545","以下哪个不属于体操？","投篮","平衡木","吊环","高低杠","1","5870","5880",""
"546","以下哪位是羽毛球运动员？","林丹","姚明","孙继海","邓亚萍","1","5870","5880",""
"547","以下哪位是网球运动员？","李娜","林丹","邓亚萍","姚明","1","5870","5880",""
"548","以下哪位是跳水运动员？","郭晶晶","林丹","邓亚萍","姚明","1","5870","5880",""
"549","以下哪位是跳水运动员？","伏明霞","林丹","邓亚萍","姚明","1","5870","5880",""
"550","以下哪位是跳水运动员？","田亮","林丹","邓亚萍","姚明","1","5870","5880",""
"551","跳水运动员郭晶晶的老公是？","霍启刚","邵佳一","林丹","郝海东","1","5870","5880",""
"552","以下哪位是游泳运动员？","孙杨","林丹","邓亚萍","姚明","1","5870","5880",""
"553","cindy（森蝶）的爸爸是哪位体育明星？","田亮","林丹","姚明","孙继海","1","5870","5880",""
"554","跳水运动员田亮的老婆是？","叶一茜","李湘","林心如","杨幂","1","5870","5880",""
"555","以下哪位是篮球运动员？","易建联","郭晶晶","田亮","邓亚萍","1","5870","5880",""
"556","以下哪位是篮球运动员？","姚明","郭晶晶","田亮","邓亚萍","1","5870","5880",""
"557","以下哪位是篮球运动员？","王治郅","郭晶晶","田亮","邓亚萍","1","5870","5880",""
"558","以下哪位是篮球运动员？","奥尼尔","邵佳一","罗纳尔多","贝克汉姆","1","5870","5880",""
"559","以下哪位是篮球运动员？","科比·布莱恩特","邵佳一","罗纳尔多","贝克汉姆","1","5870","5880",""
"560","以下哪位是篮球运动员？","林书豪","邵佳一","罗纳尔多","贝克汉姆","1","5870","5880",""
"561","以下效力于洛杉矶湖人的球星是？","科比·布莱恩特","克里斯","阿伦·艾佛森","姚明","1","5870","5880",""
"562","乔丹哪国著名篮球运动员？","美国","英国","法国","中国","1","5870","5880",""
"563","以下曾经效力于休斯顿火箭队的球星是？","姚明","科比·布莱恩特","奥尼尔","罗纳尔多","1","5870","5880",""
"564","以下曾经效力于芝加哥公牛队的球星是？","乔丹","科比·布莱恩特","奥尼尔","罗纳尔多","1","5870","5880",""
"565","以下哪位是足球运动员？","孙雯","姚明","田亮","邓亚萍","1","5870","5880",""
"566","以下哪位是足球运动员？","郝海东","姚明","田亮","邓亚萍","1","5870","5880",""
"567","以下哪位是足球运动员？","孙继海","姚明","田亮","邓亚萍","1","5870","5880",""
"568","以下哪位是足球运动员？","范志毅","姚明","田亮","邓亚萍","1","5870","5880",""
"569","以下哪位是足球运动员？","贝克汉姆","奥尼尔","科比·布莱恩特","姚明","1","5870","5880",""
"570","以下哪位是足球运动员？","罗纳尔多","奥尼尔","科比·布莱恩特","姚明","1","5870","5880",""
"571","以下哪位是足球运动员？","马拉多纳","奥尼尔","科比·布莱恩特","姚明","1","5870","5880",""
"572","以下哪位是足球运动员？","范佩西","奥尼尔","科比·布莱恩特","姚明","1","5870","5880",""
"573","以下哪位是足球运动员？","梅西","奥尼尔","科比·布莱恩特","姚明","1","5870","5880",""
"574","贝克汉姆是哪国足球运动员？","英国","美国","德国","中国","1","5870","5880",""
"575","罗纳尔多是哪国足球运动员？","巴西","伊朗","法国","韩国","1","5870","5880",""
"576","马拉多纳是哪国足球运动员？","阿根廷","巴西","瑞士","中国","1","5870","5880",""
"577","以下哪位是田径运动员？","刘翔","姚明","郝海东","邓亚萍","1","5870","5880",""
"578","跨栏是以下谁的强项？","刘翔","姚明","郝海东","邓亚萍","1","5870","5880",""
"579","以下哪位是体操运动员？","刘璇","刘翔","郝海东","邓亚萍","1","5870","5880",""
"580","以下哪位是体操运动员？","李小双","刘翔","郝海东","邓亚萍","1","5870","5880",""
"581","以下哪位是体操运动员？","杨威","刘翔","郝海东","邓亚萍","1","5870","5880",""
"582","体操运动员杨威的老婆是？","杨云","郭晶晶","刘璇","孙雯","1","5870","5880",""
"583","以下哪位是体操运动员？","李宁","刘翔","郝海东","邓亚萍","1","5870","5880",""
"584","以下哪位是体操运动员？","李小鹏","刘翔","郝海东","邓亚萍","1","5870","5880",""
"585","刘翔是什么项目运动员？","田径","体操","游泳","跳水","1","5870","5880",""
"586","李小双是什么项目运动员？","体操","田径","游泳","跳水","1","5870","5880",""
"587","李宁是什么项目运动员？","体操","田径","游泳","跳水","1","5870","5880",""
"588","姚明是什么项目运动员？","篮球","足球","田径","游泳","1","5870","5880",""
"589","杨阳洋的爸爸是哪位体育明星？","杨威","杨康","田亮","杨过","1","5870","5880",""
"590","以下哪位是乒乓球运动员？","孔令辉","刘璇","刘翔","郝海东","1","5870","5880",""
"591","以下哪位是乒乓球运动员？","邓亚萍","刘璇","刘翔","郝海东","1","5870","5880",""
"592","以下哪位是乒乓球运动员？","刘国栋","刘璇","刘翔","郝海东","1","5870","5880",""
"593","下面不属于体操运动员的是？","范冰冰","杨威","杨云","程菲","1","5870","5880",""
"594","截拳道之父是我国哪位已故武打明星？","李小龙","李小璐","甄子丹","叶问","1","5870","5880",""
"595","佛山“无影脚”是哪一位武术大师的绝技？","黄飞鸿","李小龙","成龙","洪金宝","1","5870","5880",""
"596","田亮和郭晶晶曾经被称为组合的名字叫？","亮晶晶","透心凉","明星跳跃","星跳水立方","1","5870","5880",""
"597","欧洲三大电影节不包括？","瑞典电影节","威尼斯电影节","柏林国际电影节","戛纳电影节","1","5870","5880",""
"598","电影《101次求婚》最后黄渤在中国梦想秀演唱的歌曲是？","爱情宣言","爱你没错","爱的世界只有你","我们都是好孩子","1","5870","5880",""
"599","李冰冰在电影《天下无贼》中扮演？","女贼","警察","傻根","打劫的","1","5870","5880",""
"600","对《武林外传》中郭芙蓉的描述正确的是？","野蛮女友","温柔大方","妖媚动人","搞传销的","1","5870","5880",""
"601","电影《西游记之大闹天宫》孙悟空饰演者是？","甄子丹","郭富城","何润东","周星驰","1","5870","5880",""
"602","电影《心花路放》黄渤、徐峥两人在马路上一起唱的歌名是？","敢问路在何方","去大理","亲爱的小孩","我的要求并不算高","1","5870","5880",""
"603","《快乐大本营》最初的女主持人是？","李湘","何炅","谢娜","李维嘉","1","5870","5880",""
"604","《非诚勿扰》有多少位女嘉宾？","24","21","20","10","1","5870","5880",""
"605","电视剧《康熙王朝》主题曲的最后一句:我真的还想再活多少年？","500年","一万年","100年","一光年","1","5870","5880",""
"606","下面哪个不是电影《大话西游》的参演演员？","张国荣","周星驰","吴孟达","莫文蔚","1","5870","5880",""
"607","《武林外传》中郭芙蓉的扮演者是？","姚晨","佟丽娜","穆婷婷","宋丹丹","1","5870","5880",""
"608","电影《心花路放》黄渤好基友郝义的扮演者是？","徐峥","金秀贤","冯绍峰","黄晓明","1","5870","5880",""
"609","电影《喜剧之王》中大明星杜鹃儿的扮演者是？","莫文蔚","刘嘉玲","杨千嬅","张曼玉","1","5870","5880",""
"610","电影《长江7号》扮演周星驰儿子的是？","徐娇","林妙可","阿尔法","尤浩然","1","5870","5880",""
"611","电影《人在囧途》中王宝强、徐峥谁的火车票是假的？","徐峥","王宝强","都是假的","都是真的","1","5870","5880",""
"612","电影《天下无贼》傻根的扮演者是？","王宝强","刘德华","葛优","刘若英","1","5870","5880",""
"613","电视剧《裸婚》中的女主角是？","姚笛","袁姗姗","徐若瑄","姚晨","1","5870","5880",""
"614","姚晨在《潜伏》中饰演哪个角色？","王翠平","玉翠","王翠翠","翠花","1","5870","5880",""
"615","电影《人再囧途之泰囧》王宝强职业是？","卖葱油饼","运动员","汽车司机","歌手","1","5870","5880",""
"616","《武林外传》中白展堂的扮演者是？","沙溢","邓超","吴秀波","唐国强","1","5870","5880",""
"617","Eason是香港哪位歌手的外文名？","陈奕迅","陈小春","郭富城","刘德华","1","5870","5880",""
"618","范冰冰出演过下列哪部电影？","手机","中国合伙人","致青春","小时代","1","5870","5880",""
"619","电影《唐伯虎点秋香》中唐伯虎喊道的小强是一只？","蟑螂","蚂蚁","蚯蚓","蚂蚱","1","5870","5880",""
"620","蜡笔小新中，小新的狗狗叫什么名字？","小白","小黄","小黑","小花","1","5870","5880",""
"621","张国荣版的电影《倩女幽魂》故事均源于？","聊斋志异","西游记","红楼梦","三国","1","5870","5880",""
"622","电影《灵魂战车》的男主演是？","尼古拉斯·凯奇","保罗·沃克","摩根·弗里曼","保罗·韦斯利","1","5870","5880",""
"623","电影《大话西游》的男主演是？","周星驰","梅艳芳","张学友","伍佰","1","5870","5880",""
"624","电影《宝贝计划》窃匪百达通的扮演者是？","古天乐","成龙","张国荣","黄晓明","1","5870","5880",""
"625","《潜伏》里的男主角是？","孙红雷","祖峰","吴刚","王志飞","1","5870","5880",""
"626","《还珠格格》的编剧是？","琼瑶","金庸","古龙","宁财神","1","5870","5880",""
"627","电影《西游记之大闹天宫》玉帝饰演者是？","周润发","郭富城","周星驰","甄子丹","1","5870","5880",""
"628","唐伯虎三点的是？","秋香","春桃","夏菊","冬梅","1","5870","5880",""
"629","电影《色·戒》女主角王佳芝的扮演者是？","汤唯","范冰冰","舒淇","刘亦菲","1","5870","5880",""
"630","电影《喜剧之王》中舞小姐柳飘飘的扮演者是？","张柏芝","巩俐","周迅","斯琴高娃","1","5870","5880",""
"631","《天下无贼》电影中，扮演傻根的是？","王宝强","刘德华","黄宝强","黄渤","1","5870","5880",""
"632","以下哪位演员主演《古惑仔》这部电影？","郑伊健","刘德华","方文山","任达华","1","5870","5880",""
"633","《中国梦想秀》梦想大使是？","周立波","赵忠祥","崔永元","白岩松","1","5870","5880",""
"634","电影《心花路放》既文艺又不着调”的女青年康小雨是谁扮演的？","袁泉","高圆圆","杨幂","汤唯","1","5870","5880",""
"635","“飞天奖”是？","电视剧奖","电影奖","音乐奖","舞蹈奖","1","5870","5880",""
"636","爱情公寓中爱情公寓的拍摄地在哪？","上海","北京","深圳","广州","1","5870","5880",""
"637","爱情公寓中爱情公寓导演是谁？","韦正","李安","宁财神","黄渤","1","5870","5880",""
"638","爱情公寓中曾小贤的扮演者是谁？","陈赫","陆毅","郭京飞","佟大为","1","5870","5880",""
"639","爱情公寓中胡一菲的扮演者是谁？","娄艺潇","邓家佳","赵霁","李金铭","1","5870","5880",""
"640","爱情公寓中口头禅“好男人就是我，我就是____”？","曾小贤","张伟","关谷神奇","吕子乔","1","5870","5880",""
"641","邓婕版的《康熙微服私访记》中康熙皇帝是谁饰演的？","张国立","张铁林","陈道明","成龙","1","5870","5880",""
"642","琼瑶剧《还珠格格》中，小燕子和紫薇在皇宫里居住的地方叫？","漱芳斋","乾清宫","永寿宫","公主府","1","5870","5880",""
"643","琼瑶剧《还珠格格》中，赵薇饰演的角色是？","小燕子","紫薇","金锁","容嬷嬷","1","5870","5880",""
"644","《杨家将》中，手执皇上御赐龙头拐杖的老太太叫什么？","佘太君","杨八妹","穆桂英","杨排风","1","5870","5880",""
"645","在电视剧《新白娘子传奇》中，官人是对什么身份的人的称呼？","丈夫","公公","兄长","法海","1","5870","5880",""
"646","《七侠五义》中“五鼠”的白玉堂人称？","锦毛鼠","钻地鼠","飞天鼠","御猫","1","5870","5880",""
"647","1986版《西游记》中孙悟空的扮演者是叫什么名字？","六小龄童","张卫健","陈浩民","翁海清","1","5870","5880",""
"648","电视剧《情深深雨蒙蒙》中饰演“杜飞”的是哪位台湾男星？","苏有朋","高鑫","古巨基","何书桓","1","5870","5880",""
"649","影视剧《亮剑》的主人公是？","李云龙","许三多","余则成","高城","1","5870","5880",""
"650","电视剧《将爱情进行到底》的主题曲《等你爱我》原唱是谁？","陈明","谢雨欣","孙悦","周笔畅","1","5870","5880",""
"651","李小璐在电视剧《奋斗》中饰演？","杨晓芸","夏琳","米莱","陆涛","1","5870","5880",""
"652","赵薇的成名电视剧是？","还珠格格","情深深雨蒙蒙","老房有喜","京华烟云","1","5870","5880",""
"653","范冰冰在《还珠格格》中出演什么角色？","金锁","小燕子","紫薇","柳红","1","5870","5880",""
"654","《步步惊心》的女主角是？","刘诗诗","杨紫","戚薇","倪萍","1","5870","5880",""
"655","电视剧《甄嬛传》中甄嬛的扮演者是谁？","孙俪","李小璐","范冰冰","张韶涵","1","5870","5880",""
"656","高圆圆出演的电视剧是？","咱们结婚吧","相爱十年","产科医生","犀利仁师","1","5870","5880",""
"657","《打狗棍》中饰演戴天理的是？","巍子","陈宝国","沙溢","陶虹","1","5870","5880",""
"658","《新济公活佛》是由谁主演的？","陈浩民","陈小春","蔡依林","成龙","1","5870","5880",""
"659","《新济公活佛》属于什么类型的电视剧？","神话剧","穿越剧","家庭剧","农村剧","1","5870","5880",""
"660","下列哪部属于军旅剧？","勇敢的心","新济公活佛","古剑奇谭","来自星星的你","1","5870","5880",""
"661","陈浩民在《新济公活佛》中的角色是？","穷和尚","翩翩书生","皇帝","妖孽","1","5870","5880",""
"662","请问《打狗棍》的主演是？","王巍","文章","林子聪","杨志刚","1","5870","5880",""
"663","《打狗棍》中有一个什么帮？","杆子帮","乞丐帮","托托帮","乌托帮","1","5870","5880",""
"664","《武林外传》中佟湘玉的扮演者是？","闫妮","倪虹洁","岳丽娜","董洁","1","5870","5880",""
"665","《武林外传》里李大嘴是谁演的？","姜超","朱雨辰","杨志刚","陈浩民","1","5870","5880",""
"666","《武林外传》中谁是“关中大侠”？","吕秀才","佟湘玉","白展堂","郭芙蓉","1","5870","5880",""
"667","饰演《武林外传》中吕秀才的是？","喻恩泰","杜淳","李宗翰","陈键锋","1","5870","5880",""
"668","吕秀才在《武林外传》中是个什么角色？","百无一用的书生","纨绔子弟","皇帝","土匪头子","1","5870","5880",""
"669","《武林外传》中郭芙蓉的身份是什么？","女侠","乞丐","老板娘","浣衣女","1","5870","5880",""
"670","《武林外传》里的李大嘴喜欢谁？","杨慧兰","佟湘玉","白展堂","郭芙蓉","1","5870","5880",""
"671","李大嘴在《武林外传》中的职业是？","厨子","秀才","郎中","跑堂","1","5870","5880",""
"672","《武林外传》里谁最胖最笨？","李大嘴","佟湘玉","吕秀才","老邢","1","5870","5880",""
"673","李大嘴在《武林外传》里的名字又叫？","李秀莲","李莲英","李连杰","李志伟","1","5870","5880",""
"674","《武林外传》中吕秀才的名字叫？","吕轻侯","吕吕","吕良伟","吕波","1","5870","5880",""
"675","《武林外传》里谁是掌柜的？","佟湘玉","吕秀才","李大嘴","燕小六","1","5870","5880",""
"676","《武林外传》里李大嘴还有个绰号叫？","嘴哥","好汉","好基友","李家沟","1","5870","5880",""
"677","《武林外传》中吕轻侯的口头禅是？","子曾经曰过","我倒","葵花点穴手","如来神掌","1","5870","5880",""
"678","《武林外传》里吕轻侯的出生地是？","七侠镇","李家沟","尚书里","鸳鸯巷","1","5870","5880",""
"679","《武林外传》中的吕秀才是什么个性的人？","胆小","爱冒险","欺凌弱小","喜欢笑动物","1","5870","5880",""
"680","《武林外传》里郭芙蓉爱称吕秀才为？","侯哥","候总","帅帅","大萌","1","5870","5880",""
"681","《武林外传》中谁杀了姬无命？","吕轻侯","白展堂","佟湘玉","老邢","1","5870","5880",""
"682","《武林外传》中吕秀才说的是什么话？","普通话","天津话","河南话","山东话","1","5870","5880",""
"683","《武林外传》中李大嘴说的是什么话？","东北话","普通话","江苏话","山西话","1","5870","5880",""
"684","《武林外传》中佟湘玉说的是什么话？","山西话","四川话","上海话","江苏话","1","5870","5880",""
"685","《武林外传》中郭芙蓉说的是什么话？","普通话","云南话","河北话","湖南话","1","5870","5880",""
"686","对《武林外传》中佟湘玉的描述正确的是？","抠门","好吃懒做","身患重病","知识渊博","1","5870","5880",""
"687","《武林外传》里佟湘玉的出生是？","龙门镖局的千金","格格","侠女","县官","1","5870","5880",""
"688","《武林外传》的编剧是谁？","宁财神","冯小刚","郭达","蔡明","1","5870","5880",""
"689","《武林外传》里的燕小六绰号是？","小六六","小燕子","燕赤侠","花衣男","1","5870","5880",""
"690","燕小六在《武林外传》中说的是哪个地方的方言？","天津","北京","四川","湖南","1","5870","5880",""
"691","《武林外传》中燕小六一激动会怎么样？","拔刀","抠脚","撞墙","打牌","1","5870","5880",""
"692","燕小六在《武林外传》里的职业是？","捕头","叫花子","客栈老板","教书先生","1","5870","5880",""
"693","传说的“盗圣”是《武林外传》中的谁？","白展堂","郭芙蓉","吕轻侯","燕小六","1","5870","5880",""
"694","热播剧《勇敢的心》的男主角是谁？","杨志刚","文章","陈浩民","吴秀波","1","5870","5880",""
"695","《特种兵之火凤凰》说的是什么故事？","女子特战队","缉毒大队","刑侦大队","敢死队","1","5870","5880",""
"696","《特种兵之火凤凰》属于什么类型的电视剧？","军旅剧","古装剧","悬疑剧","家庭剧","1","5870","5880",""
"697","《我是特种兵》是谁主演的？","吴京","成龙","李连杰","甄子丹","1","5870","5880",""
"698","《亮剑》是什么类型的电视？","军旅剧","穿越剧","古装剧","言情剧","1","5870","5880",""
"699","《亮剑》中的李云龙的职位是？","团长","旅长","战士","排长","1","5870","5880",""
"700","《咱们结婚吧》女主演是？","高圆圆","周迅","陈乔恩","王珞丹","1","5870","5880",""
"701","《潜伏》中的女主演是谁？","姚晨","刘诗诗","张歆艺","杨幂","1","5870","5880",""
"702","《蜗居》是由哪个男艺人主演？","文章","黄海波","李幼斌","何政军","1","5870","5880",""
"703","《蜗居》中女主角叫什么？","海藻","海草","海带","海萍","1","5870","5880",""
"704","《潜伏》中余则成和王翠萍是？","名誉夫妻","自由恋爱","指腹为婚","娃娃亲","1","5870","5880",""
"705","《还珠格格》属于什么类型的连续剧？","古装剧","穿越剧","悬疑剧","罪案剧","1","5870","5880",""
"706","在《还珠格格》中饰演小燕子的是？","赵薇","林心如","颖儿","舒畅","1","5870","5880",""
"707","《还珠格格》中的皇阿玛是谁？","张铁林","苏有朋","霍建华","李易峰","1","5870","5880",""
"708","《还珠格格》中小燕子喜欢谁？","永琪","三阿哥","尔泰","尔康","1","5870","5880",""
"709","《还珠格格》中谁才是真正的格格？","紫薇","小燕子","赛娅","香妃","1","5870","5880",""
"710","《还珠格格》里箫剑与小燕子是什么关系？","兄妹","情人","夫妻","姐弟","1","5870","5880",""
"711","《还珠格格》第几部不是由赵薇饰演的？","第三部","第一部","第二部","每部都是","1","5870","5880",""
"712","《还珠格格》里饰演金锁的女艺人是？","范冰冰","黄奕","王艳","林心如","1","5870","5880",""
"713","《还珠格格》中永琪扮演者是？","苏有朋","周杰","张铁林","黄晓明","1","5870","5880",""
"714","《还珠格格》里小燕子的性格是怎样的？","活泼叛逆","温婉贤淑","柔情似水","娇滴滴","1","5870","5880",""
"715","《还珠格格》中夏紫薇的母亲是谁？","夏雨荷","夏天","皇后","香妃","1","5870","5880",""
"716","《还珠格格》中的永琪是皇帝的第几个儿子？","第五个","第一个","第二个","第三个","1","5870","5880",""
"717","《一仆二主》中张嘉译的身份是？","私人司机","老板","造型师","干部","1","5870","5880",""
"718","《一仆二主》中闫妮饰演的是怎样的女人？","女老板","打工妹","发廊妹","酒店前台","1","5870","5880",""
"719","《一仆二主》中杨树的女儿叫什么？","杨树苗","杨喵","杨桃","杨萌","1","5870","5880",""
"720","《家有儿女》中的妈妈是谁扮演的？","宋丹丹","章子怡","杨紫","刘诗诗","1","5870","5880",""
"721","《生活启示录》中的于小强扮演者是？","闫妮","闫学晶","贾玲","唐嫣","1","5870","5880",""
"722","《铜牙铁齿纪晓岚》中的纪晓岚饰演者是？","张国立","张铁林","王刚","陈宝国","1","5870","5880",""
"723","《铜牙铁齿纪晓岚》中的皇上饰演者是？","张铁林","王刚","钟汉良","张一山","1","5870","5880",""
"724","《铜牙铁齿纪晓岚》中的和珅饰演者是？","王刚","刘全","张嘉译","李健","1","5870","5880",""
"725","《铜牙铁齿纪晓岚》中的杜小月饰演者是？","袁立","范冰冰","刘萌萌","马苏","1","5870","5880",""
"726","《铜牙铁齿纪晓岚》里谁和纪晓岚是对立面？","和珅","乾隆","太后","白娘子","1","5870","5880",""
"727","由杨幂主演的穿越剧是下列哪个？","宫","奋斗","金婚","幸福像花儿一样","1","5870","5880",""
"728","《浪漫樱花》中的男主角是谁？","郭富城","汤姆·汉克斯","莱昂纳多","布拉·德皮特","1","5870","5880",""
"729","下面哪部影片被评为""金扫帚奖-最令人失望影片""的电影？","私人订制","血滴子","十二生肖","毒战","1","5870","5880",""
"730","赵薇参演过下列哪部电影？","画皮","阿凡达","无间道","非诚勿扰","1","5870","5880",""
"731","《鹿鼎记》影视剧中，剧中主人公是谁？","韦小宝","海大富","毛十八","双儿","1","5870","5880",""
"732","《白蛇传》中，白蛇救出许仙，引来大水淹了哪座寺庙？","金山寺","少林寺","南山寺","清凉寺","1","5870","5880",""
"733","因《戏说乾隆》红透大陆的男艺人是？","郑少秋","何家劲","邓光荣","郑伊健","1","5870","5880",""
"734","以都敏俊，千颂伊为主角现今最火热的韩剧是？","来自星星的你","蓝色生死恋","继承者门","24小时","1","5870","5880",""
"735","《来自星星的你》千颂伊同款笔记本是哪个牌子的？","三星","苹果","戴尔","创维","1","5870","5880",""
"736","性爱大师的主演是？","迈克尔·辛","约翰·本杰明","安德鲁·林肯","迈克·沃格尔","1","5870","5880",""
"737","韩国电视剧《天国的阶梯》的男主角是谁？","权相宇","崔智友","李敏镐","金城武","1","5870","5880",""
"738","“两个基友一只狗”讲的是哪部电影？","心花路放","人再囧途之泰囧","人在囧途","整容日记","1","5870","5880",""
"739","电影《少林足球》男主演是？","周星驰","刘德华","葛优","梁朝伟","1","5870","5880",""
"740","2014年央视春晚与庾澄庆演唱情非得已的韩国明星是？","李敏镐","金秀贤","郑容和","金宇彬","1","5870","5880",""
"741","电影《国产凌凌漆》中凌凌漆的扮演者是？","周星驰","李连杰","谢霆锋","梁朝伟","1","5870","5880",""
"742","湖南卫视《爸爸去哪儿》第一季中谁的爸爸是男模？","天天","cindy（森蝶）","石头","Kimi","1","5870","5880",""
"743","非常6+1的节目主持人是谁？","李咏","朱军","毕福剑","周涛","1","5870","5880",""
"744","影星刘嘉玲的老公是谁？","梁朝伟","刘德华","黎明","张学友","1","5870","5880",""
"745","下列演员中哪一位是韩国人？","李敏镐","韩庚","吴尊","陈楚生","1","5870","5880",""
"746","电影《人再囧途之泰囧》极品囧人王宝的扮演者是？","王宝强","孙红雷","黄渤","徐峥","1","5870","5880",""
"747","下面哪个艺人不是赵本山的徒弟？","毕福剑","宋小宝","小沈阳","王小利","1","5870","5880",""
"748","《冰封侠》第一部叫什么名字？","冰封:重生之门","催眠大师","爱我一生一世","大河儿女","1","5870","5880",""
"749","下面哪一部电影不是励志电影？","心花路放","阿甘正传","当幸福来敲门","肖申克的救赎","1","5870","5880",""
