序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
538,螃蟹是靠什么发现猎物或者敌人的？,腿上的毛,触须,眼睛,耳朵,1,5900,5910,
539,养鱼的自来水为什么要放两天才能用？,放氯气,沉淀杂质,增加氧气,杀死微生物,1,5900,5910,
540,下列哪个属于食肉鱼？,黑鱼,鲢鱼,青鱼,草鱼,1,5900,5910,
541,下列哪种动物是昆虫？,跳蚤,蜘蛛,蝎子,蜈蚣,1,5900,5910,
542,属于国家一类保护动物的是？,丹顶鹤,娃娃鱼,天鹅,孔雀,1,5900,5910,
543,白兔的眼睛为什么是红色的？,血液的颜色,角膜的颜色,视网膜的颜色,得了红眼病,1,5900,5910,
544,山羊和章鱼的眼睛瞳孔是什么形状？,矩形,圆形,三角形,菱形,1,5900,5910,
545,成千上万的凤尾鱼总是聚在一起是为了？,吓跑捕食者,美观,睡觉,跳集体舞,1,5900,5910,
546,穿山甲是用什么捕食的？,舌头,爪子,甲,头,1,5900,5910,
547,俗称“四不象”的动物是？,麋鹿,白唇鹿,斑马,犀牛,1,5900,5910,
548,牛的“年轮”长在？,牙齿上,牛角上,牛蹄上,尾巴上,1,5900,5910,
549,青蛙吞咽食物时眼睛是怎样的？,闭着,睁着,变大,眯着,1,5900,5910,
550,口技专家是对哪种动物的美称？,乌鸦,麻雀,鹦鹉,黄鹂,1,5900,5910,
551,看鱼鳞识鱼龄，鱼鳞上的一圈代表？,半岁,一岁,二岁,十岁,1,5900,5910,
552,虾类依什么呼吸？,鳃,鼻子,尾巴,腿,1,5900,5910,
553,以下那一种鱼是胎生？,鲸鱼,草鱼,鲤鱼,带鱼,1,5900,5910,
554,下列哪项不是端午节的习俗？,登高采菊,挂香包,插艾草,喝雄黄酒,1,5900,5910,
555,春节以送什么花为佳？,富贵菊,兰花,腊梅,牡丹,1,5900,5910,
556,我国云南阿昌族庆中秋节的活动是？,跳月,赏月,行月,走月,1,5900,5910,
557,“月上柳梢头，人约黄昏后”描写的是哪个传统节日？,元宵节,中秋节,端午节,七夕,1,5900,5910,
558,世界水日是哪一天？,3.22,3.25,3.15,4.12,1,5900,5910,
559,“世界环境日”是在每年的哪一天？,6.5,6.1,6.2,5.25,1,5900,5910,
560,国际禁毒日是每年的？,6.26,7.1,5.28,6.12,1,5900,5910,
561,诗句“每逢佳节倍思亲”中的“佳节”原意是指？,重阳节,中秋节,泼水节,圣诞节,1,5900,5910,
562,天然水体最大的污染源是什么？,工业污水,生活污水,酸雨,农田污水,1,5900,5910,
563,世界十大环境污染之首是？,大气污染,垃圾污染,水污染,噪音污染,1,5900,5910,
564,我国沙尘暴的主要来源地是哪里？,新疆,青藏高原,内蒙古,云贵高原,1,5900,5910,
565,我国森林覆盖率最高的省是哪个省？,福建,浙江,海南,河北,1,5900,5910,
566,全世界哪个国家人工林面积最多？,中国,美国,日本,巴西,1,5900,5910,
567,下列哪个不是美国宝洁公司的产品？,纳爱斯牙膏,汰渍洗衣粉,佳洁士牙膏,海飞丝洗发水,1,5900,5910,
568,“白色污染”是指哪一类污染？,塑料垃圾,木材浪费,废气污染,废旧电池,1,5900,5910,
569,我们常说的噪声污染是指？,80分贝以上,120分贝以上,100分贝以上,60分贝以上,1,5900,5910,
570,发展无氟电冰箱的原因是氟利昂会？,破坏臭氧层,产生温室效应,造成空气污染,形成酸雨,1,5900,5910,
571,废电池乱丢对人体可能造成？,镉中毒,氰中毒,铅中毒,银中毒,1,5900,5910,
572,复印机在复印过程中会产生何种物质从而损害人体健康？,臭氧,二氧化碳,二氧化硫,氮气,1,5900,5910,
573,建筑施工主要产生哪些污染？,扬尘,辐射污染,水污染,废料污染,1,5900,5910,
574,城市街道上行人过马路的人行横道又叫什么线？,斑马线,横线,竖线,斜线,1,5900,5910,
575,电影频道是中央电视台几套节目？,中央六套,中央八套,中央七套,中央一套,1,5900,5910,
576,中央一套每晚七点整播出的节目是什么？,新闻联播,今日说法,焦点访谈,天气预报,1,5900,5910,
577,香港电视广播有限公司外文名称是什么？,TVB,TOB,TBC,TTB,1,5900,5910,
578,我国表示电视规格的单位是什么？,英寸,米,尺,毫米,1,5900,5910,
579,清华大学在哪个城市？,北京,广州,北海,贵阳,1,5900,5910,
580,下列哪个是艺人在白色幕布后表演的？,皮影戏,舞台剧,音乐会,京剧,1,5900,5910,
581,熊猫是哪国的国宝？,中国,日本,英国,美国,1,5900,5910,
582,天空中最亮的那个星叫什么？,星星,谐星,卫星,明星,1,5900,5910,
583,中国铁路车票一般分为几种？,3种,10种,20种,50种,1,5900,5910,
584,中国有几个直辖市？,4个,3个,5个,6个,1,5900,5910,
585,中国有几个特别行政区？,2个,3个,4个,5个,1,5900,5910,
586,在中国各民族中，人口最多的是？,汉族,壮族,傣族,蒙古族,1,5900,5910,
587,地区最冷的地区是哪里？,南极地区,北极地区,太平洋,西伯利亚,1,5900,5910,
588,世界上人口自然增长率最快的一洲是？,非洲,南美洲,北美洲,欧洲,1,5900,5910,
589,世界上最长的河流是？,尼罗河,黄河,长江,亚马逊河,1,5900,5910,
590,世界上流量最大、流域面积最广的河是？,亚马逊河,密西西比河,刚果河,长江,1,5900,5910,
591,中国山东省的简称是？,鲁,豫,晋,蜀,1,5900,5910,
592,中国有“煤海”之称的省（区）？,山西,山东,新疆,青海,1,5900,5910,
593,中国有“北大仓”之称的省（区）是？,黑龙江省,宁夏自治区,辽宁省,陕西省,1,5900,5910,
594,中国古代丝绸之路的必经之地的省（区）是？,甘肃省,吉林省,陕西省,贵州省,1,5900,5910,
595,闻名中外的“春城”是哪个省区？,云南省,浙江省,贵州省,海南省,1,5900,5910,
596,出产茅台酒的省（区）是？,贵州省,云南省,海南省,黑龙江省,1,5900,5910,
597,洞庭湖位于哪个省（区）？,湖北省,安徽省,江西省,福建省,1,5900,5910,
598,哪一个不是西藏的特产？,剪纸,藏羊,牦牛,酥油草,1,5900,5910,
599,中国面积最大的平原？,东北平原,华北平原,关中平原,长江中下游,1,5900,5910,
600,中国最大的油田位于哪个省（区）？,黑龙江省,陕西省,山西省,辽宁省,1,5900,5910,
601,中国最大的油田是？,大庆油田,华北油田,辽河油田,玉门油田,1,5900,5910,
602,以下哪种设备不能打电话？,BB机,座机,大哥大,iPhone,1,5900,5910,
603,属相排序第一的是哪个动物？,鼠,猪,虎,狗,1,5900,5910,
604,百家姓排序第一的是哪个姓氏？,赵,刘,王,田,1,5900,5910,
605,国色天香指的是哪种植物？,牡丹,玫瑰,杜鹃,梅花,1,5900,5910,
606,为了维护个人隐私，银行会在营业柜台外多长距离设置排队等候线？,1M,2M,1.5M,0.5M,1,5900,5910,
607,得到新浪微博官方认证的用户，会标记什么字母？,V,Z,W,A,1,5900,5910,
608,阿迪达斯是哪个国家的运动品制造商？,德国,法国,中国,美国,1,5900,5910,
609,直升飞机停机坪上的字母是什么？,H,L,I,S,1,5900,5910,
610,下面哪一个不属于水果？,白菜,香蕉,苹果,橙子,1,5900,5910,
611,哪一个属于饮料？,橙汁,啤酒,红酒,白酒,1,5900,5910,
612,哪一个含有酒精？,茅台,蜂蜜,橙汁,西瓜水,1,5900,5910,
613,炒菜的油锅起火了，应立即怎么做？,盖上锅盖,开窗户,用水浇,跑,1,5900,5910,
614,生活口语中，一般把没有刻意化妆的脸称为什么？,素颜,猫脸,大花脸,没洗脸,1,5900,5910,
615,我们常用哪个标志性的配饰来指代“少先队员”？,红领巾,红衣服,红袜子,红鞋子,1,5900,5910,
616,奢侈品牌LV路易威登是哪个国家的品牌？,法国,中国,日本,印度,1,5900,5910,
617,“迪斯尼”的总部设在哪个国家？,美国,中国,韩国,德国,1,5900,5910,
618,一般被称为“万能献血者”的血型是什么？,O型,A型,B型,AB型,1,5900,5910,
619,目前我国结婚证内页上印的是什么花？,牡丹花,玫瑰花,菊花,向日葵,1,5900,5910,
620,被称作中国白酒鼻祖的汾酒来自于哪个省份？,山西,四川,贵州,黑龙江,1,5900,5910,
621,酸奶最主要是由哪种菌发酵而成的？,乳酸菌,细菌,病菌,毒菌,1,5900,5910,
622,湿头发睡觉易引起什么症状？,头晕,腿疼,腰酸,肚子疼,1,5900,5910,
623,出现低血糖时，应该怎么做？,喝糖水,睡觉,加衣服,开窗户,1,5900,5910,
624,巴黎圣母院是哪个国家的著名建筑？,法国,美国,英国,中国,1,5900,5910,
625,著名的埃菲尔铁塔属于哪个国家？,法国,英国,中国,美国,1,5900,5910,
626,日本的首都是？,东京,意大利,伦敦,巴西,1,5900,5910,
627,中国第一大岛是？,台湾岛,海南岛,崇明岛,舟山岛,1,5900,5910,
628,跨纬度最大的省区是？,海南省,甘肃省,江西省,广州省,1,5900,5910,
629,跨经度最大的省区是？,内蒙古,青海省,四川省,西藏自治区,1,5900,5910,
630,中国有“世界屋脊”称号的高原是？,青藏高原,内蒙古高原,黄土高原,云贵高原,1,5900,5910,
631,哪一个不是中国的四大佛教名山？,千佛山,峨眉山,九华山,普陀山,1,5900,5910,
632,山顶洞人遗址在哪里？,北京,天津,上海,西藏,1,5900,5910,
633,雷峰塔在哪个城市？,杭州,苏州,江西,湖南,1,5900,5910,
634,香港特别行政区的区花是什么？,紫荆花,紫薇花,桃花,牡丹花,1,5900,5910,
635,陕西乾陵的“无字碑”，是哪位皇帝的功德碑？,武则天,乾隆,康熙,雍正,1,5900,5910,
636,法国的普罗旺斯最出名的植物是什么？,薰衣草,梧桐,郁金香,仙人掌,1,5900,5910,
637,从地图上看，黄河的形状像哪个汉字？,几,一,八,九,1,5900,5910,
638,在巴西盛行，同时也是国际舞比赛项目之一的舞蹈是哪种？,桑巴,探戈,伦巴,恰恰,1,5900,5910,
639,卢浮宫在哪个国家？,法国,美国,中国,英国,1,5900,5910,
640,克里姆林宫在哪个国家？,俄罗斯,克罗地亚,澳大利亚,新几内亚,1,5900,5910,
641,九华山位于哪个省（区）？,安徽省,浙江省,辽宁省,福建省,1,5900,5910,
642,五台山位于哪个省（区）？,山西省,吉林省,陕西省,贵州省,1,5900,5910,
643,峨眉山位于哪个省（区）？,四川省,湖北省,安徽省,甘肃省,1,5900,5910,
644,普陀山位于哪个省（区）？,浙江省,山西省,山东省,云南省,1,5900,5910,
645,中国面积最大、水容量最多的湖泊是？,青海湖,鄱阳湖,洞庭湖,太湖,1,5900,5910,
646,中国最大的内流河是？,塔里木河,珠江,长江,黄河,1,5900,5910,
647,世界最大的峡谷是？,雅鲁藏布江,长江三峡,大渡河,九寨沟,1,5900,5910,
648,中国第一大渔场是？,舟山渔场,石岛渔场,大沙渔场,闽东渔场,1,5900,5910,
649,中国最大的港口是？,上海,厦门,天津,宁波,1,5900,5910,
650,中国著名的“丝绸之府”是哪里？,杭州,苏州,广州,厦门,1,5900,5910,
651,被世界称为“东方瓷园”的是哪个国家？,中国,美国,英国,巴西,1,5900,5910,
652,下面那个城市不属于海滨城市？,重庆,日照,青岛,大连,1,5900,5910,
653,著名的度假胜地夏威夷是哪个国家的领土？,美国,英国,法国,日本,1,5900,5910,
654,狮城”是亚洲哪个国家的别称？,新加坡,伦敦,意大利,巴黎,1,5900,5910,
655,印第安部落的首领被称作什么？,酋长,院长,族长,社长,1,5900,5910,
656,人们一般用哪三个字母表示常说的水疗美容与养生？,spa,spb,abc,qqb,1,5900,5910,
657,意大利哪个城市的时装周与巴黎、纽约齐名？,米兰,米红,米黄,米绿,1,5900,5910,
658,欧洲的哪个城市被世界公认为“雾都”？,伦敦,巴黎,意大利,纽约,1,5900,5910,
659,以下哪种鸟是吉祥如意的象征？,喜鹊,乌鸦,猫头鹰,秃鹫,1,5900,5910,
660,诗句“枯藤老树昏鸦”中的“昏鸦”指的是哪种鸟类？,乌鸦,喜鹊,麻雀,啄木鸟,1,5900,5910,
661,哪个动物是中国的图腾？,龙,狗,猫,鸟,1,5900,5910,
662,下列哪种动物会吐丝？,蜘蛛,螃蟹,蛇,蜈蚣,1,5900,5910,
663,熊猫身上的颜色有哪几种？,黑白,黄绿,青蓝,红紫,1,5900,5910,
664,“大屁股，小短腿”描述的是什么狗狗？,柯基,哈士奇,京巴,吉娃娃,1,5900,5910,
665,以“逗比”著称的狗狗是什么？,哈士奇,阿拉斯加,金毛,萨摩耶,1,5900,5910,
666,考拉最喜欢哪个姿势待在树上？,抱着,趴着,仰着,坐着,1,5900,5910,
667,小时候用鳃呼吸，长大后用肺呼吸的动物是？,青蛙,狗,牛,羊,1,5900,5910,
668,正常的一头牛有几个胃来供消化？,4个,6个,8个,9个,1,5900,5910,
669,万圣节时，一般用什么蔬菜来做灯？,南瓜,西瓜,冬瓜,鸭梨,1,5900,5910,
670,猜灯谜、赏花灯是哪个节日？,元宵节,儿童节,教师节,清明节,1,5900,5910,
671,在《穹顶之下》最开始所说的城市一个月有多少天笼罩在雾霾之下？,25,每一天,0,半天,1,5900,5910,
672,《穹顶之下》所定位的雾霾城市是哪个城市？,北京,地狱,东京,火星,1,5900,5910,
673,《穹顶之下》中讲述的雾霾覆盖了多少个省市？,25,1个北京,所有城市,没有覆盖,1,5900,5910,
674,《穹顶之下》中讲述的雾霾覆盖了多少人口？,6亿,3500万,12亿,1,1,5900,5910,
675,柴静曾在哪里也采访过这样的雾霾污染场景？,山西,江苏,河北,浙江,1,5900,5910,
676,柴静在纪录片中提到过的一部电影名字叫什么？,穹顶之下,行尸走肉,生化危机,后天,1,5900,5910,
677,柴静用什么仪器采集PM2.5颗粒物？,PM2.5采样机器,PM2.5口罩,空气净化机,捕虫网,1,5900,5910,
678,中国的PM2.5日平均浓度安全值是多少？,75,50,37.5,25,1,5900,5910,
679,PM2.5颗粒物最怕的敌人是谁？,巨噬细胞,人类,白细胞,鼻毛,1,5900,5910,
680,在PM2.5颗粒物中能进入血液的颗粒物直径是多少？,0.5微米以下,1.5微米以下,1微米以下,2.5微米以下,1,5900,5910,
681,PM2.5颗粒物引起的最常见的问题是？,呼吸道疾病,心血管疾病,心理疾病,神经问题,1,5900,5910,
682,世界卫生组织的简称是什么？,WHO,WTO,WAO,WIO,1,5900,5910,
683,过去三十年，我国的肺癌死亡率上升多少？,4.65,2.85,3.75,1.33,1,5900,5910,
684,中国在哪一年提出节能减排的？,2006,2005,2004,2003,1,5900,5910,
685,哪一年.pm2.5被列入监测范围？,2012,2011,2013,2010,1,5900,5910,
686,柴静跟雾霾之间有什么关系？,私人恩怨,情投意合,歃血为盟,狼狈为奸,1,5900,5910,
687,中国当下用煤量最大的省份是？,河北,山西,陕西,黑龙江,1,5900,5910,
688,柴静当时在河北暗访的是哪个城市？,唐山,石家庄,廊坊,邢台,1,5900,5910,
689,非常年轻的煤是什么煤？,褐煤,红煤,黑煤,黄煤,1,5900,5910,
690,PM2.5在冬天的毒性大，还是夏天的毒性大？,冬天,夏天,一样大,都不大,1,5900,5910,
691,治理煤炭污染最好的方法是？,降低燃烧量，洗煤,不使用！,加强监管,叫MT来拯救,1,5900,5910,
692,北京本地PM2.5污染最大的来源是？,机动车,燃煤,工业生产,扬尘,1,5900,5910,
693,大气干净能不能做到？,能,难于上青天,还是先打个本吧,嘿嘿,1,5900,5910,
694,PM2.5跟PM10哪个危害比较大？,PM2.5,PM10,都一样,PM0.5,1,5900,5910,
695,柴静是谁？,前央视主持人,MT中的人物,外星人,静静,1,5900,5910,
696,柴静是为了谁拍的《穹顶之下》这个纪录片的？,她女儿,她自己,MT,土星人,1,5900,5910,
697,常见的城市污染有哪些？,全部都是,污水、废气,垃圾、噪音,光污染、食品污染,1,5900,5910,
698,世界四大洋中面积最小的是？,北冰洋,印度洋,大西洋,太平洋,1,5900,5910,
699,山西之所以成为山西是因为在哪座山的西面？,太行山,吕梁山,五台山,泰山,1,5900,5910,
700,世界第一长河是什么河？,亚马逊河,尼罗河,长江,黄河,1,5900,5910,
701,被誉为“印度洋上人间最后的乐园”？,马尔代夫,毛里求斯,塔希提岛,夏威夷,1,5900,5910,
702,被称为魔鬼三角的地区是？,百慕大,珠三角,麦哲伦海峡,长江三角洲,1,5900,5910,
703,下列位于大洋洲的城市有？,墨尔本,伦敦,布宜诺斯艾利斯,伊斯坦布尔,1,5900,5910,
704,中国目前多少个省？,23,33,13,43,1,5900,5910,
705,中国最大的群岛是？,舟山群岛,庙岛群岛,长山群岛,南海诸岛,1,5900,5910,
706,我国陆地总面积约为？,960万平方千米,960平方千米,9600平方千米,200万平方千米,1,5900,5910,
707,我国冬季风的主要风向为？,西北风,东北风,南风,东南风,1,5900,5910,
708,被称为“聚宝盆”的盆地是哪儿？,柴达木盆地,准噶尔盆地,塔里木盆地,四川盆地,1,5900,5910,
709,造成我国冬季南北温差大的最主要原因是？,纬度位置,海陆位置,季风影响,地形因素,1,5900,5910,
710,我国最大渔场所在的海域是？,东海,黄海,南海,渤海,1,5900,5910,
711,构成我国地形骨架的是？,山脉,高原,丘陵,盆地,1,5900,5910,
712,我国夏季气温最高的地方是？,吐鲁番,漠河,海南岛,曾母暗沙,1,5900,5910,
713,北方指的是哪里？,秦岭-淮河以北,黑龙江,漠河以北,长江以北,1,5900,5910,
714,非洲的全称是什么？,阿非利加洲,亚细亚洲,亚美利加洲,欧罗巴洲,1,5900,5910,
715,亚洲最高的山峰？,珠穆朗玛峰,乔戈里峰,干城章嘉峰,南伽峰,1,5900,5910,
716,亚洲最大的湖泊？,贝加尔湖,巴尔喀什湖,死海,里海,1,5900,5910,
717,钓鱼岛从何时开始就明确为我国的领土？,明朝,唐朝,元朝,宋朝,1,5900,5910,
718,俄罗斯的第二大城市是？,圣彼得堡,莫斯科,海参崴,伏尔加格勒,1,5900,5910,
719,“楚汉名城、革命圣地”是指哪个城市？,长沙,武汉,南昌,瑞金,1,5900,5910,
720,有“苹果之乡”称谓的是哪个省？,陕西,吉林,辽宁,山西,1,5900,5910,
721,我国最大的渔场——舟山渔场位于哪个海上？,东海,南海,渤海,黄海,1,5900,5910,
722,云冈石窟位于我国哪个省？,山西省,山东省,陕西省,河南省,1,5900,5910,
723,因四季如春而被称为“春城”的是哪座城市？,昆明,青岛,烟台,长春,1,5900,5910,
724,著名水乡——乌镇位于哪个省？,浙江省,江苏省,江西省,湖南省,1,5900,5910,
725,世界上第一家七星级酒店——“帆船酒店”位于哪里？,迪拜,东京,纽约,巴黎,1,5900,5910,
726,被称为“枫叶之国”的哪个国家？,加拿大,美国,法国,日本,1,5900,5910,
727,世界上的“风车之国”是哪个国家？,荷兰,加拿大,美国,法国,1,5900,5910,
728,“还记得大明湖畔的夏雨荷吗？”中的大明湖位于哪个城市？,济南,威海,烟台,青岛,1,5900,5910,
729,瑞典首都是哪个城市？,斯德哥尔摩,惠灵顿,哥本哈根,威尼斯,1,5900,5910,
730,五岳中的“东岳”是哪座山？,泰山,华山,恒山,衡山,1,5900,5910,
731,新西兰的首都是哪个城市？,惠灵顿,斯德哥尔摩,威尼斯,哥本哈根,1,5900,5910,
732,我国特有鱼类“中华鲟”生活于哪个流域？,长江,黄河,海河,渤海,1,5900,5910,
733,和田玉的产地是哪个省？,新疆,云南,贵州,江苏,1,5900,5910,
734,三峡工程中最大的水利工程是？,葛洲坝,葛洲水,葛洲崖,葛洲库,1,5900,5910,
735,我国面积最大、最深的海是什么海？,南海,黄海,渤海,海河,1,5900,5910,
736,世界上最深的湖是？,贝加尔湖,洞庭湖,大明湖,鄱阳湖,1,5900,5910,
737,地球有几个大洋？,4,5,6,7,1,5900,5910,
738,地球有几个大洲？,7,5,6,4,1,5900,5910,
739,以下哪个城市是在长江以北？,哈尔滨,广州,海南,厦门,1,5900,5910,
740,“南非”是哪个州的代表国家？,非洲,黑米粥,小米粥,腊八粥,1,5900,5910,
741,“中国”所在的州？,亚洲,龙舟,八宝粥,皮蛋瘦肉粥,1,5900,5910,
742,我国南方的梅雨属于？,锋面雨,雷阵雨,对流雨,地形雨,1,5900,5910,
743,在我国内地驾驶车辆，必须遵守？,右侧通行,左侧通行,中间通行,随便走,1,5900,5910,
744,“艾叶”燃烧的烟能驱？,蚊子,蛇,蟑螂,蚂蚁,1,5900,5910,
745,中央台的第二套节目是什么频道？,经济,综合,国际,戏曲,1,5900,5910,
746,中央台的第四套节目是什么频道？,国际,体育,音乐,教育,1,5900,5910,
747,中央台的第六套节目是什么频道？,电影,体育,音乐,教育,1,5900,5910,
748,位于香港的亚洲第一大海港叫什么？,维多利亚,德玛西亚,珍珠港,舟山港,1,5900,5910,
749,酱油的用途？,可以调味,可以养花,可以化妆,可以游泳,1,5900,5910,
750,以下哪种东东可以吃？,兰州烧饼,蒜你狠,豆你玩,姜你军,1,5900,5910,
751,食物糊了之后通常用什么可以压制糊味？,大葱,大蒜,大姜,大椒,1,5900,5910,
752,不是土豪的食物的有？,小米粥,庆丰包子,茶叶蛋,辣条,1,5900,5910,
753,孩子咳嗽老不好，多半是？,肺热,肺痨,废了,肺结核,1,5900,5910,
754,崴脚之后最好的办法是什么？,冰敷,按摩,拍打,弹跳,1,5900,5910,
755,被称为酿酒行业的祖师是谁？,杜康,柳永,鲁班,孔子,1,5900,5910,
756,穿什么颜色的衣服的人更容易挨蚊子叮？,黑色,白色,黄色,红色,1,5900,5910,
757,夏天被蚊子叮咬涂什么可迅速止痒？,肥皂水,清水,醋,盐水,1,5900,5910,
758,衬衣口因汗迹造成的黄斑主要成分是什么？,蛋白质,脂类,淀粉,食盐,1,5900,5910,
759,乒乓球憋了用什么办法让它鼓起来？,开水烫,放冰柜里,吹气,用手揉,1,5900,5910,
760,银杏属于什么类水果？,坚果类,仁果类,核果类,复果类,1,5900,5910,
761,人体“百会穴”在哪个部位？,头顶正中,脚底,手掌,上唇正中,1,5900,5910,
762,刚出生的宝宝长几颗牙？,没有牙,1,2,3,1,5900,5910,
763,只要在厕所内放置一小杯（），臭味便会消失？,香醋,香油,酱油,料酒,1,5900,5910,
764,鸡蛋与（）不可同食，同食可导致中毒甚至死亡？,糖精,盐,葱,味极鲜,1,5900,5910,
765,洋葱与（）不可同食，同食会损伤眼睛？,蜂蜜,土豆,地瓜,茄子,1,5900,5910,
766,饮烈酒后，不要喝（），以免引起头晕、反胃？,浓茶,饮料,白开水,酸梅汁,1,5900,5910,
767,最佳睡眠时间是在晚上（）？,10点-清晨6点,12点-清晨8点,清晨1点-9点,2点-10点,1,5900,5910,
768,土豆与（）不可同食，同食可引起皮肤雀斑？,香蕉,洋葱,茄子,苹果,1,5900,5910,
769,（）与蜂蜜不可同食，同食可导致耳聋？,豆腐,糖果,饮料,白开水,1,5900,5910,
770,地图上看到“刀叉”的标志代表什么地方？,餐厅,洗手间,办公室,幼儿园,1,5900,5910,
771,地图上看到“购物车”的标志代表什么地方？,超市,餐厅,洗手间,办公室,1,5900,5910,
772,老虎额头的花纹形似什么字？,王,大,天,小,1,5900,5910,
773,商店门口挂一个“open”的牌子表示什么？,开业,关门,出租,禁止打扰,1,5900,5910,
774,与“陌生”相对的是哪种交往关系？,熟悉,灵活,笨重,聪颖,1,5900,5910,
775,在大学中，课程被分为必修课和那种课程？,选修课,语文课,数学课,化学课,1,5900,5910,
776,下面不属于粮食的是哪一种？,萝卜,水稻,小麦,玉米,1,5900,5910,
777,下面哪一个不是感冒了可以做的事情？,洗凉水浴,多喝水,吃药,添加衣服,1,5900,5910,
778,以下哪种动物属于昆虫？,蚂蚁,鲸鱼,企鹅,猴子,1,5900,5910,
779,中山装的创世人是谁？,孙中山,鲁迅,毛泽东,习近平,1,5900,5910,
780,中国银联的“银”指的是什么物品？,银行卡,电话卡,扑克牌,贺卡,1,5900,5910,
781,俗话常说冬天的什么植物赛人参？,萝卜,土豆,白菜,辣椒,1,5900,5910,
782,太阳金字塔坐落在那里？,墨西哥,长江,黄河,尼罗河,1,5900,5910,
783,唠嗑、忽悠、埋汰是我国哪个地方的方言？,东北,山东,四川,云南,1,5900,5910,
784,“白衣天使”指的是哪种职业？,护士,老师,律师,演员,1,5900,5910,
785,中国红军长征中飞夺泸定桥是强渡哪条河？,大渡河,黑河,红河,小河,1,5900,5910,
786,和服是哪个国家的民族服装？,日本,中国,美国,德国,1,5900,5910,
787,风筝的故乡是山东的那个城市？,潍坊,菏泽,烟台,济南,1,5900,5910,
788,五粮液酒原产于哪个省？,四川,福建,江西,山东,1,5900,5910,
789,兰州市最出名的料理？,拉面,窝窝头,米饭,糍粑,1,5900,5910,
790,“天下第一村”华西村在我国哪个省？,江苏,山东,四川,贵州,1,5900,5910,
791,我们常用哪一种鸟象征和平、友谊、团结？,鸽子,火鸡,田鸡,大雁,1,5900,5910,
792,烟台是属于哪个省？,山东,四川,北京,黑龙江,1,5900,5910,
793,俗话说丑媳妇早晚也得见什么人？,公婆,老婆,老公,外人,1,5900,5910,
794,剁椒鱼头是哪一菜系的名菜？,湘菜,鲁菜,粤菜,私房菜,1,5900,5910,
795,青蛙是用什么器官来捕食昆虫？,舌头,爪子,腿,眼睛,1,5900,5910,
796,蜘蛛有几条腿？,8,10,4,6,1,5900,5910,
797,糖尿病人比较适合吃的“糖”是？,木糖醇,棉花糖,冰糖,跳跳糖,1,5900,5910,
798,菊花一般在什么季节开放？,秋天,夏天,春天,冬天,1,5900,5910,
799,一氧化碳在空气中燃烧发出？,蓝色火焰,红色火焰,黄色火焰,橙色火焰,1,5900,5910,
800,在新房间内放什么，油漆味会很快消失？,醋,酒,酱油,白糖,1,5900,5910,
801,在新房间内放什么，甲醛会很快消失？,柚子,韭菜,咖啡,芹菜,1,5900,5910,
802,在新房间内放什么，异味会很快消失？,竹炭,竹子,竹叶青,竹笋,1,5900,5910,
803,以下什么物品可以防止晕车？,橘子皮,西瓜皮,香蕉皮,柿子皮,1,5900,5910,
804,墨汁写出的字迹怎样保持色迹不变？,加肥皂水,加洗脚水,加醋水,加盐水,1,5900,5910,
805,CD片不小心刮伤用什么挽救？,油性笔,墨汁,茶水,肥皂,1,5900,5910,
806,价钱卷标很难撕掉怎么办？,吹风机吹,开水烫,冷水泡,拿刀刮,1,5900,5910,
807,用什么浇花可以促进生长？,加茶水,加洗脚水,加醋水,加盐水,1,5900,5910,
808,什么和羊肉一起煮去膻味？,萝卜,芹菜,韭菜,白菜,1,5900,5910,
809,瓶中的花朵怎样保持鲜艳如初？,加白醋,加酱油,加盐,加茶叶,1,5900,5910,
810,旧照片变新用什么擦？,酒精,白醋,消毒水,盐,1,5900,5910,
811,煮老牛肉时可以在表面擦什么变嫩？,芥末粉,可可粉,咖啡粉,奶粉,1,5900,5910,
812,棉质的黑色衣服褪色时，在水中加什么可以修复？,啤酒,可乐,白醋,酱油,1,5900,5910,
813,洗白色丝衬衫之前涂什么可以防止变黄？,牛奶,啤酒,可乐,白醋,1,5900,5910,
814,煮面时在水面加什么不会粘在一起？,油,盐,白醋,酱油,1,5900,5910,
815,烹调蔬菜时，加点什么可以使汤汁浓厚？,淀粉,可可粉,咖啡粉,奶粉,1,5900,5910,
816,送服降压药使用什么可以血压降得平稳？,葡萄酒,鸡尾酒,咖啡,牛奶,1,5900,5910,
817,涂指甲油之前用什么擦指甲，可以降低脱落？,白醋,盐水,醋水,消毒水,1,5900,5910,
818,经常食用什么能预防龋齿的发生？,蜂蜜,葡萄酒,鸡尾酒,咖啡,1,5900,5910,
819,“黑美人”是哪种水果的品种？,西瓜,苹果,桃子,香蕉,1,5900,5910,
820,人们常用哪个大写英文字母来统称短袖上衣？,T,S,B,F,1,5900,5910,
821,邮递员最早出现在哪个欧洲国家？,英国,法国,德国,意大利,1,5900,5910,
822,潜水员的脚蹼是根据哪种两栖动物发明的？,青蛙,蛇,狗,鸡,1,5900,5910,
823,防毒面具是根据什么动物的脸部研制的？,猪,狗,鸡,鹅,1,5900,5910,
824,地球唯一的天然卫星叫什么？,月球,金星,木星,火星,1,5900,5910,
825,毒蛇的毒液是从蛇的什么地方喷射而出？,牙齿,舌头,眼睛,尾巴,1,5900,5910,
